1.958820803661558418e-01, -4.618437696798764064e-02, 6.262443952927389257e-02, 1.544064398351335243e-01, 1.663422093631561627e-01, 1.774310086477871584e-01, 1.100472004381282537e-01, 6.049560191523730562e-02, 1.006829764112611991e-01, 1.827242046040859422e-02
7.069152952900237437e-03, 1.067413722213353920e-02, -1.279973319068297699e-02, -1.874765683862028662e-03, -6.680279994321506980e-03, -2.972764271360788576e-03, -4.930871396254099710e-03, 7.290628509332107259e-03, 1.828404646100847139e-03, 2.396091206018608789e-03
-4.116646614686908100e-04, 1.010038795896943051e-02, -4.391264847021784283e-04, -8.657221025852658222e-03, 3.179204936609393919e-03, 6.024099521164182763e-03, 6.969524682248850675e-03, -6.990994079211305424e-03, -6.310888221747888022e-03, -3.463322625949682293e-03
1.044834512582828133e-02, 1.193866758754721230e-02, -2.757529261525593772e-02, -2.275609476805645799e-03, -5.981254290593469511e-03, -1.683164255238882995e-03, 7.544515662735163525e-03, 1.659511775282074622e-02, 5.061078072533971121e-03, -1.407240356350966323e-02
-1.493413522196506901e-02, 2.101192623624054470e-02, -5.545310503061274404e-03, 1.789214998570626616e-02, 4.744680169908655973e-03, -7.068365141477544154e-03, -1.033375557045220113e-02, -3.491224201011797288e-03, -6.301588580841234813e-03, 4.025622827011247212e-03
-1.466312863277726862e-03, 8.494544762497446833e-03, -7.657898540610474578e-03, -7.285906006474569992e-03, -7.287243797316374921e-03, -7.489901471200144639e-04, -1.073211472866367894e-02, 2.146050054054542133e-03, 2.212535195324591419e-02, 2.412519313670774806e-03
-4.238599440700980062e-03, 4.721426113063258330e-03, 1.333050059874436692e-02, 9.807819667072425682e-03, -6.019000098842054378e-03, 3.964831786210107692e-03, -1.887028967526450940e-02, -4.065984238120643780e-03, 4.138240210178397750e-03, -2.768944922322465977e-03
-1.755419418009260268e-02, 5.986779568048875531e-03, 5.316414885026508885e-03, 3.511958128990007831e-03, -3.602009485262008728e-03, -1.856947084717887287e-03, 1.802254048865948102e-02, -1.359047767722670972e-03, -4.005188720310781311e-03, -4.460305832323484786e-03
8.625240545876041581e-03, -8.427907596675483434e-03, 9.005105012157765473e-03, -2.336010440664815918e-02, -4.244141466568460141e-02, 3.967845808629155702e-02, -1.292639230597670240e-02, 8.819526238184988501e-03, 1.629901731231446927e-03, 1.939758736124210306e-02
-1.406638955752455289e-02, 9.242032789658832098e-03, 1.164221004548353020e-02, 5.947716132086751720e-03, 1.193328876112785195e-03, -8.737468327489526787e-03, -8.578843664737248811e-03, -6.685961228729242825e-03, 8.286672747564819211e-03, 1.756702187657699669e-03
1.411044028703466180e-02, -1.701393202588410286e-02, -5.136649816968247902e-04, 5.687422662150338603e-04, -9.552662677571079064e-03, -3.254814040796604347e-03, -8.945205411444532434e-03, 1.243501576231948597e-02, -7.295210023996067826e-04, 1.289560182426394488e-02
3.040289751911908617e-02, 4.528952557254272392e-03, 2.130030544002195839e-02, -4.004950319020476011e-03, -1.762583952333147963e-02, 4.172462397913654329e-03, 3.754256139154079405e-03, -4.141247986939636250e-02, -1.249331024435594052e-02, 1.137770590337256089e-02
1.371085090753321493e-03, -5.885502615588647686e-03, 4.182570804801187536e-03, -3.739951245845544916e-03, 1.754053971873063139e-02, -1.503467623554948646e-02, -9.586138645996859428e-03, -8.415445256736538843e-03, 1.636633973389370680e-02, 3.201178651533818486e-03
-6.745762723986821648e-03, -9.567186036552830300e-03, -1.679322255959087712e-02, 3.477316087518088350e-02, 3.257974848822247586e-03, -4.850815941376064415e-03, 3.251906609606478038e-02, -1.763196493904907805e-02, -1.099883210716856227e-02, -3.962417512287077538e-03
9.196727026582862674e-03, 2.199146219580659992e-03, 2.999544532713872835e-03, 1.760061371681168746e-02, -1.650140912349558689e-02, 1.041315509893860590e-02, -1.413213369014613800e-02, 2.047009622177067053e-03, 9.210483428332173761e-04, -1.474370174597648860e-02
-8.844245224778673684e-03, 2.411815395632738515e-02, -1.457443058871798168e-02, -1.442160542573911290e-02, 1.241793242987490609e-02, -1.205927973467394668e-03, -1.723752011688948343e-02, 1.433235317930292400e-02, 1.021441371535878814e-02, -4.799123951236082715e-03
1.373265141729686830e-03, 1.032659318149829926e-02, -1.654262128384176864e-03, 6.754108987898865130e-03, -1.392872135921246340e-03, 1.146306704162528564e-03, -1.030405673242310548e-02, -6.159035762539530855e-03, 4.941308756260342702e-03, -5.031356012275292611e-03
4.209735127242621860e-03, -8.172258737885894700e-03, -1.099576037691841948e-03, 7.260381350031452387e-03, -5.051745605608672432e-03, 1.658375095813694952e-02, -3.846713649052196839e-03, 2.646847527757008149e-03, -1.024566333100757586e-02, -2.284757601926909031e-03
2.185017964119895240e-02, -1.170007558276364192e-02, -1.482469200593529088e-02, -1.030426991511647350e-02, 3.683961902418229038e-03, 1.239996901523475817e-02, -8.583816371070552079e-03, 1.110092958542198589e-02, -1.330882189326089557e-03, -2.291304080089227001e-03
